code,term
0209000A0BQAAAB,Danamep 75mg dispersible tablets
0209000A0BR,Mandaprin
0209000A0BRAAAB,Mandaprin 75mg dispersible tablets
0209000V0,Dipyridamole and aspirin
0209000V0AA,Dipyridamole and aspirin
0209000V0AAAAAA,Dipyridamole 200mg modified-release / Aspirin 25mg capsules
0209000V0BB,Asasantin
0209000V0BBAAAA,Asasantin Retard capsules
0209000V0BC,Molita
0209000V0BCAAAA,Molita 200mg/25mg modified-release capsules
0209000V0BD,Atransipar
0209000V0BDAAAA,Atransipar 200mg/25mg modified-release capsules
